Severity,Start_Time,Weather_Condition,Visibility(mi),Precipitation(in),Sunrise_Sunset,Start_Lat,Start_Lng,State
4,2022-01-13 20:00:00,Fog,3.51,0.75,Night,27.263906,-99.112583,OH
2,2022-01-13 21:00:00,Rain,6.72,1.53,Night,30.112053,-87.608284,IL
4,2022-01-13 22:00:00,Fog,1.26,0.01,Day,31.518803,-106.559289,CA
3,2022-01-13 23:00:00,Cloudy,2.8,0.95,Day,39.859112,-75.684387,NY
4,2022-01-14 00:00:00,Snow,7.85,1.59,Day,42.888297,-122.60601,FL
3,2022-01-14 01:00:00,Clear,5.52,1.26,Night,43.046408,-84.203875,PA
3,2022-01-14 02:00:00,Cloudy,9.32,0.95,Night,25.207264,-76.110757,OH
4,2022-01-14 03:00:00,Cloudy,4.57,1.29,Day,40.644411,-86.860741,FL
3,2022-01-14 04:00:00,Rain,8.76,1.81,Night,40.137685,-113.672485,CA
1,2022-01-14 05:00:00,Snow,4.77,1.13,Day,37.423712,-108.186134,NC
3,2022-01-14 06:00:00,Snow,9.8,1.6,Day,34.101005,-94.620588,IL
2,2022-01-14 07:00:00,Thunderstorm,9.62,1.96,Day,44.138661,-105.562505,IL
4,2022-01-14 08:00:00,Clear,3.63,1.41,Night,33.253139,-124.709931,NY
1,2022-01-14 09:00:00,Rain,8.92,1.15,Day,30.520295,-122.599991,CA
4,2022-01-14 10:00:00,Clear,8.55,0.07,Day,32.442284,-79.701663,NC
2,2022-01-14 11:00:00,Thunderstorm,2.5,0.75,Night,35.55155,-120.061276,MI
2,2022-01-14 12:00:00,Fog,6.43,1.13,Day,30.137377,-70.246711,OH
2,2022-01-14 13:00:00,Cloudy,1.19,1.59,Day,39.58171,-98.87855,MI
3,2022-01-14 14:00:00,Clear,8.45,0.88,Day,46.221021,-80.266988,OH
3,2022-01-14 15:00:00,Cloudy,2.16,1.92,Day,39.291043,-117.595229,OH
4,2022-01-14 16:00:00,Rain,1.17,0.54,Night,35.720039,-70.336062,OH
4,2022-01-14 17:00:00,Fog,4.3,1.49,Night,44.12485,-123.005279,GA
1,2022-01-14 18:00:00,Rain,5.98,0.84,Day,42.952927,-122.513908,GA
1,2022-01-14 19:00:00,Fog,8.62,0.97,Night,33.809395,-121.779439,FL
4,2022-01-14 20:00:00,Fog,9.76,1.61,Night,39.499683,-118.898919,GA
3,2022-01-14 21:00:00,Cloudy,4.68,0.59,Night,42.516229,-96.276933,NY
2,2022-01-14 22:00:00,Rain,1.07,0.19,Night,30.891118,-78.49169,OH
4,2022-01-14 23:00:00,Rain,7.62,1.04,Night,33.790573,-108.188078,PA
1,2022-01-15 00:00:00,Clear,5.87,1.06,Night,27.538626,-80.999168,NY
3,2022-01-15 01:00:00,Rain,4.75,1.59,Night,48.704327,-79.330402,NY
4,2022-01-15 02:00:00,Clear,3.44,1.94,Night,27.061064,-71.411638,IL
4,2022-01-15 03:00:00,Snow,5.27,0.11,Day,29.046547,-116.188237,TX
3,2022-01-15 04:00:00,Snow,3.72,1.18,Day,36.515967,-117.003464,PA
4,2022-01-15 05:00:00,Snow,7.69,1.36,Day,45.766524,-117.796392,GA
3,2022-01-15 06:00:00,Thunderstorm,5.67,1.97,Day,33.541169,-103.800674,TX
2,2022-01-15 07:00:00,Rain,8.83,1.89,Day,43.446308,-96.124653,PA
3,2022-01-15 08:00:00,Thunderstorm,5.66,1.42,Day,41.224818,-97.765048,OH
3,2022-01-15 09:00:00,Rain,2.76,1.04,Day,40.327938,-109.834125,PA
3,2022-01-15 10:00:00,Clear,8.59,0.32,Day,45.280414,-88.303202,MI
4,2022-01-15 11:00:00,Thunderstorm,5.79,0.77,Night,25.340087,-105.041856,NC
4,2022-01-15 12:00:00,Thunderstorm,2.46,1.17,Day,47.299673,-103.401104,NC
3,2022-01-15 13:00:00,Thunderstorm,6.42,1.45,Day,44.901428,-118.773726,GA
4,2022-01-15 14:00:00,Fog,3.9,1.27,Night,47.508813,-90.058351,NC
1,2022-01-15 15:00:00,Clear,8.52,1.43,Night,44.046109,-86.338458,TX
1,2022-01-15 16:00:00,Snow,4.81,0.86,Day,46.086194,-80.280937,FL
4,2022-01-15 17:00:00,Clear,7.4,1.46,Day,29.873873,-71.663456,NY
4,2022-01-15 18:00:00,Fog,1.41,0.29,Day,32.661498,-79.805737,PA
3,2022-01-15 19:00:00,Rain,4.26,0.33,Night,32.565304,-111.091124,MI
2,2022-01-15 20:00:00,Clear,9.84,0.33,Day,27.620002,-111.096346,TX
4,2022-01-15 21:00:00,Thunderstorm,8.18,1.78,Night,42.509902,-71.009855,MI
1,2022-01-15 22:00:00,Snow,2.02,0.15,Day,28.268101,-78.382119,NY
3,2022-01-15 23:00:00,Snow,3.14,1.6,Night,26.26022,-78.847461,NY
4,2022-01-16 00:00:00,Rain,3.63,0.47,Night,43.610725,-82.536894,PA
1,2022-01-16 01:00:00,Clear,6.68,0.94,Night,46.711916,-109.235083,IL
1,2022-01-16 02:00:00,Fog,7.69,1.83,Day,43.33896,-75.00279,CA
2,2022-01-16 03:00:00,Rain,7.62,1.17,Day,44.808453,-116.569804,IL
3,2022-01-16 04:00:00,Clear,5.34,0.42,Night,39.29492,-104.348961,NC
3,2022-01-16 05:00:00,Cloudy,8.2,0.57,Night,46.305912,-104.558002,FL
2,2022-01-16 06:00:00,Snow,4.65,1.84,Night,36.920884,-91.952204,TX
2,2022-01-16 07:00:00,Fog,1.68,0.85,Day,48.719743,-97.65683,GA
3,2022-01-16 08:00:00,Thunderstorm,5.86,1.17,Night,27.481961,-97.87132,TX
3,2022-01-16 09:00:00,Fog,9.55,0.92,Day,44.420337,-92.339227,GA
4,2022-01-16 10:00:00,Thunderstorm,8.03,0.76,Day,40.393346,-100.490311,MI
4,2022-01-16 11:00:00,Fog,6.0,0.45,Night,38.935506,-110.250989,NY
2,2022-01-16 12:00:00,Snow,6.64,1.37,Night,42.419453,-85.816878,NC
4,2022-01-16 13:00:00,Thunderstorm,9.34,1.44,Day,45.166997,-78.352631,NY
1,2022-01-16 14:00:00,Clear,4.57,0.55,Day,45.709218,-96.739243,CA
4,2022-01-16 15:00:00,Thunderstorm,3.65,1.58,Day,29.209143,-86.680492,GA
4,2022-01-16 16:00:00,Rain,9.78,1.71,Night,29.728862,-93.413566,CA
1,2022-01-16 17:00:00,Clear,8.7,1.84,Day,25.387996,-121.51921,PA
2,2022-01-16 18:00:00,Rain,3.57,0.32,Day,28.164219,-100.038005,OH
1,2022-01-16 19:00:00,Fog,4.91,0.61,Night,31.33318,-124.418703,FL
4,2022-01-16 20:00:00,Clear,4.44,1.72,Day,42.30486,-85.949123,IL
2,2022-01-16 21:00:00,Fog,1.92,0.4,Night,36.41842,-95.018473,CA
4,2022-01-16 22:00:00,Cloudy,9.6,0.01,Night,43.189685,-117.516939,IL
1,2022-01-16 23:00:00,Fog,4.34,1.74,Night,36.67686,-93.0107,PA
1,2022-01-17 00:00:00,Fog,8.82,0.65,Night,38.334339,-71.992866,TX
4,2022-01-17 01:00:00,Rain,2.3,0.83,Night,27.665598,-104.911045,NY
3,2022-01-17 02:00:00,Thunderstorm,5.7,0.89,Night,43.637399,-67.040243,OH
3,2022-01-17 03:00:00,Cloudy,0.73,1.7,Night,43.195037,-68.396586,IL
1,2022-01-17 04:00:00,Fog,7.76,0.68,Night,32.381478,-78.666719,MI
1,2022-01-17 05:00:00,Fog,6.02,1.78,Night,32.885874,-76.985801,IL
3,2022-01-17 06:00:00,Cloudy,6.44,1.23,Day,30.272355,-100.777824,NC
3,2022-01-17 07:00:00,Cloudy,0.99,1.05,Night,44.532152,-101.250075,TX
4,2022-01-17 08:00:00,Clear,2.5,0.65,Day,42.928163,-68.690556,CA
4,2022-01-17 09:00:00,Rain,1.21,0.49,Day,39.619546,-103.394421,TX
3,2022-01-17 10:00:00,Cloudy,3.24,1.25,Night,30.73173,-119.2845,FL
4,2022-01-17 11:00:00,Cloudy,6.46,0.89,Night,29.12448,-115.990636,NC
4,2022-01-17 12:00:00,Snow,5.88,1.82,Night,26.206452,-83.086461,MI
2,2022-01-17 13:00:00,Thunderstorm,6.32,0.98,Day,26.094676,-102.404125,NC
4,2022-01-17 14:00:00,Cloudy,5.72,1.02,Night,29.491267,-113.238772,PA
1,2022-01-17 15:00:00,Rain,3.09,0.83,Day,27.412781,-76.986618,OH
4,2022-01-17 16:00:00,Thunderstorm,2.82,1.58,Day,38.346584,-96.168264,FL
4,2022-01-17 17:00:00,Thunderstorm,1.8,0.85,Day,33.594163,-91.509169,MI
3,2022-01-17 18:00:00,Fog,8.57,0.54,Night,35.678699,-115.916988,TX
1,2022-01-17 19:00:00,Fog,6.36,1.72,Night,39.257612,-113.627502,IL
4,2022-01-17 20:00:00,Fog,2.27,1.19,Day,40.818442,-117.574494,IL
4,2022-01-17 21:00:00,Fog,2.18,1.18,Day,40.556841,-94.641975,PA
2,2022-01-17 22:00:00,Snow,8.79,1.22,Day,31.260558,-79.236236,CA
4,2022-01-17 23:00:00,Cloudy,7.56,1.44,Day,44.431048,-81.795171,MI
4,2022-01-18 00:00:00,Fog,6.76,0.63,Night,47.025032,-109.587382,TX
2,2022-01-18 01:00:00,Clear,4.37,0.07,Night,32.58252,-74.758539,OH
3,2022-01-18 02:00:00,Fog,2.99,1.62,Day,25.40957,-118.76601,MI
4,2022-01-18 03:00:00,Cloudy,9.8,0.26,Day,46.5797,-118.271052,TX
2,2022-01-18 04:00:00,Fog,8.07,1.44,Day,47.16517,-74.891047,PA
1,2022-01-18 05:00:00,Snow,3.37,0.16,Night,26.222715,-110.579246,MI
3,2022-01-18 06:00:00,Rain,8.55,0.75,Night,25.118958,-83.221165,NY
1,2022-01-18 07:00:00,Rain,7.71,0.13,Day,44.593715,-124.464304,MI
1,2022-01-18 08:00:00,Cloudy,3.32,1.04,Night,32.235121,-119.477536,CA
2,2022-01-18 09:00:00,Rain,4.55,1.31,Night,46.949972,-89.051966,PA
4,2022-01-18 10:00:00,Rain,2.27,0.34,Day,30.201846,-114.237459,CA
2,2022-01-18 11:00:00,Clear,1.55,0.74,Night,45.667711,-123.335393,FL
2,2022-01-18 12:00:00,Cloudy,7.37,1.86,Night,26.647462,-97.450141,NC
2,2022-01-18 13:00:00,Cloudy,3.04,0.88,Night,31.255284,-105.499291,OH
2,2022-01-18 14:00:00,Rain,8.29,1.61,Night,48.355093,-77.666841,TX
3,2022-01-18 15:00:00,Rain,9.96,1.85,Night,30.54872,-76.68909,PA
4,2022-01-18 16:00:00,Rain,1.23,1.95,Night,28.192312,-88.749036,NY
1,2022-01-18 17:00:00,Thunderstorm,4.99,1.8,Day,45.569312,-107.711009,OH
1,2022-01-18 18:00:00,Snow,8.12,0.63,Day,27.827219,-97.764028,NY
4,2022-01-18 19:00:00,Fog,8.0,1.93,Day,27.338947,-83.566894,NC
1,2022-01-18 20:00:00,Snow,7.72,1.62,Night,32.762203,-120.910795,FL
4,2022-01-18 21:00:00,Cloudy,3.82,1.67,Night,40.247884,-105.382672,IL
1,2022-01-18 22:00:00,Clear,4.81,0.03,Night,42.057913,-76.480188,PA
2,2022-01-18 23:00:00,Fog,6.15,1.91,Day,46.149731,-101.044316,MI
1,2022-01-19 00:00:00,Clear,9.75,1.56,Day,37.981877,-88.144587,GA
4,2022-01-19 01:00:00,Thunderstorm,3.61,1.54,Night,34.442027,-119.316272,CA
4,2022-01-19 02:00:00,Cloudy,9.27,0.16,Night,33.61201,-79.154287,MI
4,2022-01-19 03:00:00,Thunderstorm,3.06,0.47,Night,45.325665,-119.072536,TX
4,2022-01-19 04:00:00,Cloudy,9.9,1.92,Night,42.371567,-74.17001,OH
4,2022-01-19 05:00:00,Clear,6.87,1.0,Night,46.730296,-118.710538,CA
3,2022-01-19 06:00:00,Clear,4.9,0.8,Day,48.136851,-72.437327,PA
3,2022-01-19 07:00:00,Clear,6.33,1.68,Day,32.20122,-103.537577,GA
1,2022-01-19 08:00:00,Cloudy,3.09,0.17,Night,37.712179,-88.152687,MI
4,2022-01-19 09:00:00,Rain,3.1,0.83,Day,40.163699,-75.053517,PA
1,2022-01-19 10:00:00,Clear,1.58,0.75,Night,28.932375,-124.395756,PA
4,2022-01-19 11:00:00,Thunderstorm,1.58,0.7,Day,26.280329,-109.324103,NC
4,2022-01-19 12:00:00,Fog,3.8,0.62,Night,45.826334,-71.408039,PA
3,2022-01-19 13:00:00,Cloudy,7.75,0.42,Night,37.852564,-102.097612,CA
3,2022-01-19 14:00:00,Thunderstorm,6.28,0.35,Night,38.698581,-83.32382,FL
2,2022-01-19 15:00:00,Snow,1.47,1.28,Night,38.317944,-116.739289,PA
3,2022-01-19 16:00:00,Snow,8.6,1.84,Day,43.119057,-84.976076,GA
2,2022-01-19 17:00:00,Fog,6.21,1.02,Night,28.492047,-120.683501,MI
2,2022-01-19 18:00:00,Rain,9.63,0.6,Night,39.737163,-82.677817,TX
2,2022-01-19 19:00:00,Clear,6.87,0.32,Night,36.267508,-105.895508,NY
2,2022-01-19 20:00:00,Cloudy,2.16,1.66,Night,46.526996,-97.514988,NY
2,2022-01-19 21:00:00,Thunderstorm,5.0,1.94,Day,37.470903,-115.190649,FL
1,2022-01-19 22:00:00,Clear,6.66,0.7,Day,47.630439,-87.956908,IL
3,2022-01-19 23:00:00,Thunderstorm,0.77,0.58,Day,33.478072,-105.08351,MI
2,2022-01-20 00:00:00,Cloudy,0.64,1.2,Night,48.205473,-102.380875,TX
4,2022-01-20 01:00:00,Snow,1.73,1.55,Day,46.003791,-86.520617,FL
3,2022-01-20 02:00:00,Clear,2.89,0.91,Night,39.022319,-114.447162,TX
3,2022-01-20 03:00:00,Fog,4.58,1.26,Day,33.489038,-74.731475,MI
2,2022-01-20 04:00:00,Rain,5.13,1.43,Day,34.022161,-81.382102,GA
1,2022-01-20 05:00:00,Fog,1.81,1.92,Night,43.54605,-90.91393,TX
2,2022-01-20 06:00:00,Rain,6.9,0.33,Day,38.935152,-117.428349,PA
1,2022-01-20 07:00:00,Thunderstorm,6.16,1.99,Night,34.638102,-84.460528,NY
4,2022-01-20 08:00:00,Clear,3.3,0.78,Day,40.265319,-123.932137,CA
3,2022-01-20 09:00:00,Clear,0.63,1.45,Night,42.597602,-77.540648,OH
4,2022-01-20 10:00:00,Rain,1.24,1.14,Night,25.549612,-107.075936,IL
1,2022-01-20 11:00:00,Snow,4.22,0.97,Night,27.156707,-118.084519,MI
1,2022-01-20 12:00:00,Cloudy,1.96,1.4,Night,27.267651,-115.295152,CA
4,2022-01-20 13:00:00,Fog,4.08,0.79,Day,30.566411,-68.17507,NC
1,2022-01-20 14:00:00,Thunderstorm,6.47,0.25,Night,35.247771,-79.344005,NY
4,2022-01-20 15:00:00,Fog,5.7,0.98,Day,44.287598,-110.965554,CA
3,2022-01-20 16:00:00,Fog,2.7,1.04,Night,33.426377,-68.155492,GA
4,2022-01-20 17:00:00,Thunderstorm,3.77,0.4,Night,25.419467,-116.733057,CA
3,2022-01-20 18:00:00,Thunderstorm,6.33,1.87,Night,36.600684,-81.721894,TX
4,2022-01-20 19:00:00,Clear,8.68,0.45,Night,48.919086,-86.252362,PA
1,2022-01-20 20:00:00,Fog,7.66,0.82,Day,33.376504,-76.53287,CA
4,2022-01-20 21:00:00,Cloudy,5.76,0.31,Day,48.070108,-102.479775,CA
1,2022-01-20 22:00:00,Cloudy,3.94,1.07,Night,27.432283,-101.291708,IL
4,2022-01-20 23:00:00,Rain,3.97,0.62,Day,29.154392,-88.150546,CA
4,2022-01-21 00:00:00,Thunderstorm,8.85,0.98,Day,42.37893,-101.50586,PA
2,2022-01-21 01:00:00,Clear,0.87,0.45,Night,37.029099,-122.560297,MI
1,2022-01-21 02:00:00,Cloudy,9.89,0.11,Day,43.362923,-81.947226,PA
2,2022-01-21 03:00:00,Snow,6.81,1.56,Night,45.7254,-87.184182,TX
1,2022-01-21 04:00:00,Clear,6.97,1.28,Night,31.026037,-100.000944,FL
2,2022-01-21 05:00:00,Clear,0.86,0.68,Day,41.3879,-107.133056,FL
3,2022-01-21 06:00:00,Cloudy,6.25,0.09,Day,39.58243,-106.077176,FL
4,2022-01-21 07:00:00,Snow,5.11,1.73,Night,45.676841,-81.279311,FL
1,2022-01-21 08:00:00,Rain,1.5,0.34,Night,35.322494,-81.979508,NY
1,2022-01-21 09:00:00,Cloudy,3.14,1.86,Night,26.24489,-76.683813,MI
4,2022-01-21 10:00:00,Snow,8.96,0.96,Day,38.780467,-80.031355,CA
1,2022-01-21 11:00:00,Clear,5.72,0.68,Night,48.01308,-80.281292,NY
1,2022-01-21 12:00:00,Snow,4.43,1.48,Night,25.351148,-110.145379,NY
2,2022-01-21 13:00:00,Clear,1.19,1.75,Night,30.766192,-119.004859,GA
1,2022-01-21 14:00:00,Cloudy,7.28,0.74,Night,32.585627,-80.056616,NY
3,2022-01-21 15:00:00,Thunderstorm,7.18,0.81,Night,43.380133,-119.181537,PA
3,2022-01-21 16:00:00,Cloudy,6.33,0.87,Day,32.758646,-67.055427,NY
4,2022-01-21 17:00:00,Fog,5.35,1.84,Day,30.738013,-73.369733,PA
1,2022-01-21 18:00:00,Fog,4.62,1.39,Day,40.565392,-93.525765,FL
4,2022-01-21 19:00:00,Fog,6.14,0.5,Day,26.113727,-104.22117,FL
3,2022-01-21 20:00:00,Cloudy,2.72,0.37,Day,29.094325,-93.916261,GA
1,2022-01-21 21:00:00,Rain,9.44,0.46,Night,34.792725,-81.676192,CA
1,2022-01-21 22:00:00,Cloudy,6.09,0.53,Day,33.534399,-80.376531,FL
4,2022-01-21 23:00:00,Thunderstorm,3.46,0.46,Night,33.33198,-120.653706,TX
3,2022-01-22 00:00:00,Snow,4.77,1.32,Day,27.60532,-77.513608,MI
1,2022-01-22 01:00:00,Cloudy,8.15,0.23,Day,33.66016,-87.151672,IL
4,2022-01-22 02:00:00,Cloudy,2.04,0.77,Night,44.151827,-122.605803,GA
3,2022-01-22 03:00:00,Clear,3.28,1.25,Day,34.932261,-106.523489,IL
4,2022-01-22 04:00:00,Clear,6.96,0.58,Day,39.068108,-94.872159,NY
2,2022-01-22 05:00:00,Clear,3.5,0.13,Night,28.925906,-113.881362,FL
1,2022-01-22 06:00:00,Cloudy,8.03,0.16,Day,26.673073,-115.840809,NY
2,2022-01-22 07:00:00,Rain,1.74,0.25,Day,46.118945,-124.157411,GA
3,2022-01-22 08:00:00,Snow,7.75,1.67,Day,32.952942,-71.218513,NC
2,2022-01-22 09:00:00,Snow,1.15,1.32,Night,33.408094,-121.689631,GA
2,2022-01-22 10:00:00,Thunderstorm,0.62,0.13,Day,46.064508,-103.405326,NC
3,2022-01-22 11:00:00,Rain,9.03,0.78,Day,41.986512,-112.859473,GA
4,2022-01-22 12:00:00,Rain,6.02,0.56,Night,43.150305,-81.279047,PA
2,2022-01-22 13:00:00,Snow,3.84,1.16,Day,41.368084,-83.276105,PA
4,2022-01-22 14:00:00,Fog,2.71,1.05,Night,27.539014,-77.432878,CA
2,2022-01-22 15:00:00,Clear,6.36,0.96,Night,47.9919,-88.60831,GA
4,2022-01-22 16:00:00,Clear,5.34,0.63,Night,46.819271,-90.092464,TX
3,2022-01-22 17:00:00,Snow,9.92,0.28,Night,30.669283,-100.980468,IL
2,2022-01-22 18:00:00,Rain,9.84,1.48,Day,44.295861,-87.454837,IL
3,2022-01-22 19:00:00,Thunderstorm,6.53,1.76,Day,34.825514,-118.20287,MI
2,2022-01-22 20:00:00,Fog,4.71,1.89,Night,41.410407,-84.613742,NY
3,2022-01-22 21:00:00,Snow,5.17,0.12,Day,28.974472,-118.870032,NC
3,2022-01-22 22:00:00,Clear,6.98,1.48,Day,37.925302,-74.157346,FL
2,2022-01-22 23:00:00,Cloudy,1.46,1.45,Day,28.038791,-95.164714,GA
2,2022-01-23 00:00:00,Rain,3.62,1.89,Night,37.868012,-93.708943,TX
2,2022-01-23 01:00:00,Cloudy,1.22,0.51,Day,30.846255,-90.493401,PA
1,2022-01-23 02:00:00,Thunderstorm,1.2,1.48,Night,35.859197,-79.212903,IL
4,2022-01-23 03:00:00,Snow,2.36,0.11,Night,41.031265,-96.770233,TX
1,2022-01-23 04:00:00,Clear,5.11,1.26,Day,46.04979,-99.772304,OH
1,2022-01-23 05:00:00,Fog,7.96,0.7,Day,28.966936,-107.988326,PA
3,2022-01-23 06:00:00,Cloudy,5.11,1.54,Night,46.438459,-117.445678,MI
2,2022-01-23 07:00:00,Fog,3.69,1.73,Night,34.360904,-113.76979,NY
4,2022-01-23 08:00:00,Thunderstorm,1.28,0.73,Night,45.251118,-124.968857,NY
3,2022-01-23 09:00:00,Clear,5.73,1.05,Day,37.30115,-73.704123,TX
1,2022-01-23 10:00:00,Cloudy,3.08,0.23,Night,45.693006,-79.867455,NC
2,2022-01-23 11:00:00,Thunderstorm,6.34,0.83,Day,40.907778,-112.097737,CA
3,2022-01-23 12:00:00,Fog,9.78,0.72,Day,37.209187,-124.858985,CA
2,2022-01-23 13:00:00,Fog,1.56,0.37,Day,32.500927,-95.965138,NY
3,2022-01-23 14:00:00,Cloudy,2.52,1.79,Day,48.253818,-100.658181,FL
2,2022-01-23 15:00:00,Clear,4.99,0.3,Night,44.221544,-79.215609,NC
1,2022-01-23 16:00:00,Fog,9.7,1.27,Night,34.148492,-101.229165,OH
4,2022-01-23 17:00:00,Snow,7.83,1.78,Night,29.001366,-74.017344,TX
1,2022-01-23 18:00:00,Thunderstorm,9.03,1.82,Night,43.70885,-119.345544,NY
4,2022-01-23 19:00:00,Cloudy,3.67,1.59,Night,48.758663,-103.414373,PA
2,2022-01-23 20:00:00,Rain,9.92,0.35,Night,31.695399,-69.897487,MI
3,2022-01-23 21:00:00,Rain,1.48,1.63,Night,46.980714,-124.307952,NY
1,2022-01-23 22:00:00,Clear,1.0,0.55,Day,28.008897,-101.943424,NY
4,2022-01-23 23:00:00,Snow,8.63,1.84,Night,47.85295,-109.677508,NY
1,2022-01-24 00:00:00,Fog,9.31,1.42,Day,42.888134,-93.620217,GA
4,2022-01-24 01:00:00,Rain,1.36,1.57,Day,33.31831,-108.552759,OH
1,2022-01-24 02:00:00,Clear,1.58,0.17,Night,32.311164,-73.675425,NY
4,2022-01-24 03:00:00,Thunderstorm,0.82,1.17,Night,40.442448,-69.708843,CA
4,2022-01-24 04:00:00,Snow,1.49,1.64,Night,39.244171,-74.901076,IL
2,2022-01-24 05:00:00,Snow,2.49,1.72,Night,47.054481,-101.484497,PA
4,2022-01-24 06:00:00,Clear,9.72,0.06,Day,43.389835,-66.593908,PA
2,2022-01-24 07:00:00,Clear,6.84,1.88,Day,37.968757,-81.632857,IL
4,2022-01-24 08:00:00,Fog,7.9,0.09,Day,47.26158,-104.019073,GA
3,2022-01-24 09:00:00,Clear,7.87,1.23,Day,39.225535,-119.472124,IL
3,2022-01-24 10:00:00,Fog,5.58,1.39,Night,45.392436,-85.644261,IL
3,2022-01-24 11:00:00,Fog,8.08,0.21,Day,45.182624,-82.014521,OH
4,2022-01-24 12:00:00,Cloudy,6.16,0.1,Day,47.060677,-117.774911,GA
2,2022-01-24 13:00:00,Snow,3.49,1.57,Night,26.622449,-92.565555,NY
2,2022-01-24 14:00:00,Thunderstorm,5.83,0.77,Night,39.011672,-66.761809,OH
4,2022-01-24 15:00:00,Snow,5.57,0.21,Night,36.241422,-105.751716,GA
3,2022-01-24 16:00:00,Snow,8.32,1.53,Day,36.773017,-107.188194,IL
3,2022-01-24 17:00:00,Cloudy,9.83,1.7,Night,36.037854,-71.705172,NC
2,2022-01-24 18:00:00,Fog,4.4,1.17,Night,45.099201,-118.072453,IL
3,2022-01-24 19:00:00,Fog,7.75,0.32,Day,32.64239,-69.921877,NY
1,2022-01-24 20:00:00,Clear,1.45,0.03,Night,36.106026,-79.010263,IL
2,2022-01-24 21:00:00,Cloudy,7.88,1.4,Day,29.816381,-101.940416,TX
3,2022-01-24 22:00:00,Clear,4.03,1.1,Night,31.041199,-120.07069,GA
2,2022-01-24 23:00:00,Cloudy,0.87,1.3,Night,40.850082,-123.868702,IL
1,2022-01-25 00:00:00,Clear,3.95,1.63,Night,27.806463,-102.825959,NY
2,2022-01-25 01:00:00,Rain,6.3,0.87,Night,29.507723,-83.384139,OH
2,2022-01-25 02:00:00,Snow,1.63,0.25,Day,37.672829,-96.235776,GA
2,2022-01-25 03:00:00,Snow,9.28,1.88,Day,26.050553,-81.419538,FL
2,2022-01-25 04:00:00,Thunderstorm,1.24,1.09,Day,28.046248,-85.43632,MI
1,2022-01-25 05:00:00,Fog,9.34,1.23,Night,45.720471,-91.198476,FL
4,2022-01-25 06:00:00,Thunderstorm,7.22,1.87,Day,45.307522,-67.917554,MI
2,2022-01-25 07:00:00,Rain,3.63,1.86,Day,33.346627,-82.025318,FL
2,2022-01-25 08:00:00,Thunderstorm,4.21,1.14,Night,33.351792,-71.037806,FL
3,2022-01-25 09:00:00,Snow,7.54,0.6,Day,47.476371,-110.712527,TX
2,2022-01-25 10:00:00,Fog,6.21,1.99,Day,25.620187,-82.895262,PA
3,2022-01-25 11:00:00,Rain,6.88,1.36,Day,38.927092,-89.729631,IL
4,2022-01-25 12:00:00,Snow,4.2,0.82,Night,39.337374,-70.46653,CA
1,2022-01-25 13:00:00,Clear,5.13,1.12,Day,43.90929,-94.883272,IL
1,2022-01-25 14:00:00,Cloudy,9.9,0.83,Night,47.842012,-108.501159,OH
4,2022-01-25 15:00:00,Rain,2.53,1.78,Night,33.539862,-102.294501,TX
1,2022-01-25 16:00:00,Fog,4.47,0.96,Day,35.508003,-112.089041,CA
4,2022-01-25 17:00:00,Thunderstorm,3.27,1.65,Day,41.111164,-112.021593,OH
4,2022-01-25 18:00:00,Thunderstorm,7.77,1.68,Day,48.214519,-97.245126,IL
4,2022-01-25 19:00:00,Rain,7.76,1.65,Night,46.379016,-72.338439,FL
1,2022-01-25 20:00:00,Fog,3.28,1.44,Day,41.009272,-113.679709,TX
3,2022-01-25 21:00:00,Rain,1.27,1.71,Night,45.561366,-108.015669,TX
4,2022-01-25 22:00:00,Fog,0.61,0.77,Day,27.044906,-74.6737,TX
2,2022-01-25 23:00:00,Thunderstorm,4.56,0.23,Night,34.051047,-104.98388,GA
1,2022-01-26 00:00:00,Snow,4.4,1.68,Day,25.31422,-68.217609,CA
4,2022-01-26 01:00:00,Clear,9.89,1.0,Night,29.259334,-109.133704,FL
4,2022-01-26 02:00:00,Snow,4.96,0.25,Night,40.131822,-98.913538,GA
2,2022-01-26 03:00:00,Clear,2.94,0.23,Night,46.253479,-119.359014,IL
3,2022-01-26 04:00:00,Thunderstorm,8.97,0.32,Day,40.186727,-66.461628,OH
3,2022-01-26 05:00:00,Snow,5.17,1.5,Night,40.939315,-72.481619,TX
3,2022-01-26 06:00:00,Snow,6.19,1.42,Night,27.491719,-76.763827,NC
4,2022-01-26 07:00:00,Rain,1.41,0.41,Night,40.956652,-115.716794,OH
4,2022-01-26 08:00:00,Cloudy,4.14,1.69,Day,35.904321,-67.807875,FL
4,2022-01-26 09:00:00,Thunderstorm,9.47,0.56,Night,40.634566,-70.180074,NC
1,2022-01-26 10:00:00,Fog,6.1,1.59,Night,32.828155,-99.295385,FL
2,2022-01-26 11:00:00,Thunderstorm,3.77,0.98,Day,38.955663,-84.783415,MI
4,2022-01-26 12:00:00,Fog,6.44,1.46,Night,35.177663,-66.444953,GA
2,2022-01-26 13:00:00,Fog,9.15,0.76,Day,38.407289,-100.825032,OH
2,2022-01-26 14:00:00,Clear,3.1,0.69,Day,28.530148,-118.330304,FL
3,2022-01-26 15:00:00,Fog,5.3,1.68,Day,34.499796,-73.801037,PA
1,2022-01-26 16:00:00,Fog,9.61,0.07,Day,33.982688,-96.887378,OH
4,2022-01-26 17:00:00,Rain,2.14,1.95,Night,42.673468,-66.768802,FL
